#,Category,Term,Slug,Current Default Source(s),Your Verified Source URL,Your Notes
303,Strata,Gross Debt Service Ratio,gross-debt-service-ratio,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
304,Strata,Half Duplex — Strata vs Non-Strata,half-duplex-strata-vs-non-strata,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
305,Strata,Insurance Summary / Strata Insurance Certificate,insurance-summary-strata-insurance-certificate,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
306,Strata,Laneway House / Garden Suite,laneway-house-garden-suite,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
307,Strata,Leaky Condo,leaky-condo,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
308,Strata,Leasehold Strata,leasehold-strata,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
309,Strata,Legal Non-Conforming Use,legal-non-conforming-use,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
310,Strata,Limited Common Property,limited-common-property,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
311,Strata,Livestock bylaw / animal bylaw,livestock-bylaw-animal-bylaw,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
312,Strata,Maintenance Log,maintenance-log,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
313,Strata,Manure management / removal,manure-management-removal,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
314,Strata,Municipal Property Tax,municipal-property-tax,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
315,Strata,Notice to Mortgagee,notice-to-mortgagee,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
316,Strata,Occupancy Permit,occupancy-permit,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
317,Strata,Offer / Contract of Purchase and Sale,offer-contract-of-purchase-and-sale,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
318,Strata,Official Community Plan (OCP),official-community-plan-ocp,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
319,Strata,Open House,open-house,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
320,Strata,Operating Fund,operating-fund,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
321,Strata,Outstanding Work Orders / Notices,outstanding-work-orders-notices,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
322,Strata,Parking Stall Ownership,parking-stall-ownership,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
323,Strata,Pet Restriction Bylaws (Strata),pet-restriction-bylaws-strata,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing",,
324,Strata,Phased Strata Plan,phased-strata-plan,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
325,Strata,Price Per Square Foot,price-per-square-foot,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
326,Strata,Proxy,proxy,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
327,Strata,Quorum,quorum,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
328,Strata,Rainscreen,rainscreen,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
329,Strata,Registered Strata Plan Amendment,registered-strata-plan-amendment,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
330,Strata,Rental Restriction Bylaws (Prohibited 2022),rental-restriction-bylaws-prohibited-2022,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing",,
331,Strata,Rezoning / Upzoning,rezoning-upzoning,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
332,Strata,Section 100 Vote (Wind-Up),section-100-vote-wind-up,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
333,Strata,Semi-Detached House,semi-detached-house,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
334,Strata,Setback,setback,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
335,Strata,SGM Minutes,sgm-minutes,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
336,Strata,Short-Term Rental Accommodations Act (STRAA),short-term-rental-accommodations-act-straa,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
337,Strata,Short-Term Rental Restrictions (Strata),short-term-rental-restrictions-strata,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
338,Strata,Special General Meeting (SGM),special-general-meeting-sgm,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
339,Strata,Special Levy,special-levy,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
340,Strata,Special Levy Resolution,special-levy-resolution,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
341,Strata,Standard Bylaws,standard-bylaws,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing",,
342,Strata,Statement of Adjustments,statement-of-adjustments,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
343,Strata,Step Code,step-code,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
344,Strata,Storage Locker Title,storage-locker-title,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
345,Strata,Strata Budget,strata-budget,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
346,Strata,Strata Bylaws,strata-bylaws,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing",,
347,Strata,Strata Corporation,strata-corporation,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
348,Strata,Strata Council,strata-council,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
349,Strata,Strata Fee Schedule,strata-fee-schedule,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
350,Strata,Strata Fees,strata-fees,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
351,Strata,Strata Insurance Certificate,strata-insurance-certificate,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
